PrimaryKey,ShadedRegionID,ComponentID,ComponentStrokes,StrokesRemaining,Kanji,KanjiID,Occurrences,TotalStrokes
322.回,8.4,322,3,3,回,162,1,6
322.団,8.4,322,3,3,団,366,1,6
322.因,8.4,322,3,3,因,406,1,6
322.困,8.4,322,3,4,困,254,1,7
322.図,8.4,322,3,4,図,329,1,7
322.囲,8.4,322,3,4,囲,1062,1,7
322.国,8.4,322,3,5,国,151,1,8
322.固,8.4,322,3,5,固,470,1,8
322.圏,8.4,322,3,9,圏,1251,1,12
322.園,8.4,322,3,10,園,324,1,13
323.門,8.1,323,8,0,門,445,1,8
323.閉,8.1,323,8,3,閉,216,1,11
323.問,8.1,323,8,3,問,239,1,11
323.間,8.1,323,8,4,間,161,1,12
323.開,8.1,323,8,4,開,215,1,12
323.閑,8.1,323,8,4,閑,1718,1,12
323.聞,8.1,323,8,6,聞,179,1,14
323.関,8.1,323,8,6,関,446,1,14
323.閥,8.1,323,8,6,閥,1192,1,14
323.閣,8.1,323,8,6,閣,1193,1,14
323.閲,8.1,323,8,7,閲,1719,1,15
323.闇,8.1,323,8,9,闇,2017,1,17
323.闘,8.1,323,8,10,闘,1328,1,18
0.一,9,0,0,1,一,1,2,1
0.乙,9,0,0,1,乙,1908,1,1
0.七,9,0,0,2,七,7,1,2
0.八,9,0,0,2,八,8,2,2
0.九,9,0,0,2,九,9,1,2
0.十,9,0,0,2,十,10,2,2
0.人,9,0,0,2,人,15,2,2
0.力,9,0,0,2,力,173,2,2
0.入,9,0,0,2,入,186,1,2
0.刀,9,0,0,2,刀,441,2,2
0.了,9,0,0,2,了,818,1,2
0.又,9,0,0,2,又,1762,2,2
0.上,9,0,0,3,上,31,2,3
0.女,9,0,0,3,女,68,2,3
0.子,9,0,0,3,子,69,2,3
0.大,9,0,0,3,大,87,2,3
0.小,9,0,0,3,小,88,1,3
0.夕,9,0,0,3,夕,95,2,3
0.山,9,0,0,3,山,100,2,3
0.川,9,0,0,3,川,101,2,3
0.口,9,0,0,3,口,167,2,3
0.寸,9,0,0,3,寸,367,2,3
0.工,9,0,0,3,工,379,2,3
0.凡,9,0,0,3,凡,467,1,3
0.干,9,0,0,3,干,506,2,3
0.丸,9,0,0,3,丸,591,1,3
0.弓,9,0,0,3,弓,592,2,3
0.己,9,0,0,3,己,632,2,3
0.与,9,0,0,3,与,713,1,3
0.才,9,0,0,3,才,739,2,3
0.久,9,0,0,3,久,1097,1,3
0.及,9,0,0,3,及,1098,2,3
0.丈,9,0,0,3,丈,1272,1,3
0.刃,9,0,0,3,刃,1774,1,3
0.巾,9,0,0,3,巾,2021,2,3
0.日,9,0,0,4,日,16,2,4
0.月,9,0,0,4,月,17,2,4
0.火,9,0,0,4,火,18,2,4
0.水,9,0,0,4,水,19,1,4
0.木,9,0,0,4,木,20,2,4
0.中,9,0,0,4,中,33,1,4
0.少,9,0,0,4,少,105,2,4
0.止,9,0,0,4,止,217,2,4
0.犬,9,0,0,4,犬,319,2,4
0.方,9,0,0,4,方,43,4,4
0.王,9,0,0,4,王,577,2,4
0.夫,9,0,0,4,夫,595,1,4
0.欠,9,0,0,4,欠,659,2,4
0.氏,9,0,0,4,氏,744,2,4
0.井,9,0,0,4,井,1064,1,4
0.片,9,0,0,4,片,1143,1,4
0.肌,9,0,0,6,肌,1345,3,6
0.丹,9,0,0,4,丹,1813,1,4
0.弔,9,0,0,4,弔,1815,1,4
0.斤,9,0,0,4,斤,1914,2,4
0.斗,9,0,0,4,斗,1918,2,4
0.牙,9,0,0,4,牙,2002,1,4
0.本,9,0,0,5,本,37,1,5
0.生,9,0,0,5,生,49,2,5
0.母,9,0,0,5,母,74,1,5
0.世,9,0,0,5,世,156,1,5
0.半,9,0,0,5,半,159,1,5
0.目,9,0,0,5,目,168,2,5
0.立,9,0,0,5,立,174,2,5
0.甘,9,0,0,5,甘,345,1,5
0.以,9,0,0,5,以,420,1,5
0.必,9,0,0,5,必,423,1,5
0.民,9,0,0,5,民,536,1,5
0.申,9,0,0,5,申,585,2,5
0.由,9,0,0,5,由,623,2,5
0.史,9,0,0,5,史,705,1,5
0.皿,9,0,0,5,皿,927,2,5
0.氷,9,0,0,5,氷,1095,1,5
0.永,9,0,0,5,永,1096,1,5
0.皮,9,0,0,5,皮,1144,2,5
0.旧,9,0,0,5,旧,1376,1,5
0.甲,9,0,0,5,甲,1816,1,5
0.且,9,0,0,5,且,1922,2,5
0.丼,9,0,0,5,丼,1964,1,5
0.自,9,0,0,6,自,63,2,6
0.耳,9,0,0,6,耳,169,2,6
0.竹,9,0,0,6,竹,374,2,6
0.糸,9,0,0,6,糸,409,2,6
0.虫,9,0,0,6,虫,466,2,6
0.羽,9,0,0,6,羽,491,2,6
0.州,9,0,0,6,州,553,1,6
0.米,9,0,0,6,米,562,2,6
0.良,9,0,0,7,良,602,1,7
0.曲,9,0,0,6,曲,625,2,6
0.舟,9,0,0,6,舟,646,2,6
0.求,9,0,0,7,求,933,1,7
0.卵,9,0,0,7,卵,1135,1,7
0.兆,9,0,0,6,兆,1269,2,6
0.串,9,0,0,7,串,1962,1,7
0.臼,9,0,0,6,臼,1975,1,6
0.車,9,0,0,7,車,62,2,7
0.束,9,0,0,7,束,382,2,7
0.身,9,0,0,7,身,394,2,7
0.東,9,0,0,8,東,39,1,8
0.長,9,0,0,8,長,89,2,8
0.事,9,0,0,8,事,237,1,8
0.非,9,0,0,8,非,707,2,8
0.承,9,0,0,8,承,819,1,8
0.武,9,0,0,8,武,1165,1,8
0.昼,9,0,0,9,昼,92,1,9
0.飛,9,0,0,9,飛,265,1,9
0.風,9,0,0,9,風,465,1,9
0.革,9,0,0,9,革,996,2,9
0.卑,9,0,0,9,卑,1770,3,9
0.衷,9,0,0,9,衷,1806,1,9
0.幽,9,0,0,9,幽,1820,1,9
0.鬼,9,0,0,10,鬼,1752,3,10
0.粛,9,0,0,11,粛,1824,1,11
0.爽,9,0,0,11,爽,2074,1,11
0.幾,9,0,0,12,幾,408,1,12
0.器,9,0,0,15,器,682,1,15
